WMO_index,lat,lng,region_id
24771,62.7833333333,136.85,54
31909,45.0,136.6,82
32222,59.6,160.7333333333,
28383,57.5166666667,72.4,50
21824,71.5833333333,128.9166666667,54
31961,43.8833333333,131.9666666667,82
29557,55.7513888889,88.3,76
31754,48.6,137.05,77
29552,56.1166666667,88.5166666667,76
29456,56.5361111111,89.3166666667,10
28586,55.8666666667,72.2166666667,50
28275,58.15,68.25,35
29636,55.2247222222,84.385,49
29848,53.4616666667,85.9291666667,1
30127,58.2333333333,105.7333333333,14
31137,56.2833333333,131.1333333333,54
23662,63.9944444444,82.0475,69
31005,58.9666666667,126.2666666667,54
30439,55.1166666667,109.75,31
24671,63.95,135.8666666667,54
29430,56.5,84.9166666667,24
24843,61.9166666667,124.55,54
36103,52.4702777778,96.1191666667,58
30555,54.6166666667,113.1333333333,31
23711,62.7,56.1833333333,8
31655,49.45,136.5666666667,77
28748,54.0833333333,61.6166666667,33
28359,57.0666666667,64.6666666667,12
28712,54.5916666667,53.7138888889,83
30504,54.6,100.6333333333,14
31683,49.65,140.0833333333,77
30664,53.5333333333,115.6166666667,11
30811,51.7333333333,102.5333333333,31
24725,62.5333333333,111.2333333333,54
30576,54.4333333333,119.9,11
24507,64.2694444444,100.2166666667,10
36092,52.1447222222,93.9158333333,58
31913,45.2166666667,131.9833333333,
28255,58.05,63.6833333333,12
36061,52.25,87.1269444444,70
23472,65.7944444444,87.9888888889,10
23589,64.2077777778,93.7930555556,10
30173,59.0,119.8,54
31299,53.1,126.35,38
32071,50.7333333333,142.7166666667,53
30499,55.1833333333,124.6666666667,38
30526,54.4833333333,107.0666666667,14
28367,57.1166666667,65.4333333333,35
21813,71.9166666667,123.5666666667,54
28158,58.5333,64.5,12
TIK,71.5861663818,128.9188232422,54
DFE,56.5,85.1,24
TUR,64.1699981689,100.0699996948,10
TRH,65.7799987793,87.9000015259,10
30455,55.4861111111,113.6194444444,31
29613,55.3055555556,79.6291666667,49
31026,58.7333333333,130.6166666667,54
31285,54.5,134.4166666667,77
24982,60.7166666667,142.7833333333,77
28722,54.7105555556,55.815,83
31016,58.6333333333,128.5,54
32088,49.0666666667,142.0333333333,53
23946,60.5,74.0166666667,6
23606,63.5752777778,53.8058333333,8
29576,55.8183333333,94.315,10
31087,58.8166666667,141.85,
30823,51.8333333333,107.6,31
30846,51.35,112.4666666667,11
28629,54.9227777778,56.9805555556,83
28302,57.75,51.5,7
23453,65.9627777778,78.4344444444,69
30781,52.75,120.0333333333,11
31624,49.4,133.2333333333,77
28307,57.1166666667,50.0,7
30712,52.7833333333,103.6833333333,14
31919,44.1497222222,132.0,82
23992,60.7241666667,97.5144444444,10
30323,56.8,105.8,14
36083,52.0569444444,92.1386111111,10
32287,57.0952777778,156.7377777778,74
36229,50.2722222222,85.62,70
30635,53.4166666667,109.0166666667,31
24371,66.8,136.6833333333,54
23405,65.4333333333,52.2666666667,8
28382,57.6833333333,71.1833333333,50
31054,59.1833333333,135.15,54
32408,56.2369444444,162.6919444444,74
30772,52.7,118.8,11
23803,61.6833333333,53.6833333333,8
30320,56.8566666667,105.73,14
24966,60.3833333333,134.45,54
31041,59.6333333333,133.0333333333,54
24382,66.45,143.2333333333,54
30385,56.5833333333,121.5,38
21711,73.0,119.8666666667,54
24898,61.1166666667,149.6333333333,63
23518,64.2666666667,57.6166666667,8
31474,51.6333333333,133.2666666667,77
23412,65.9841666667,56.9058333333,8
32252,58.5,159.1666666667,74
30713,52.8166666667,104.7666666667,14
30514,54.1666666667,103.0166666667,14
30764,52.65,115.1666666667,11
29864,53.7166666667,90.3666666667,21
29653,55.3,89.8166666667,10
30637,53.3166666667,107.7333333333,14
USV,62.2299995422,50.4000015259,8
21978,70.0838888889,170.9252777778,78
24908,60.3361111111,102.2944444444,10
23966,60.35,84.0833333333,24
23112,68.8038888889,57.9855555556,47
23982,61.0158333333,93.4305555556,10
28216,58.0833333333,54.6833333333,15
23578,64.2347222222,87.5730555556,10
30229,57.3333333333,107.0666666667,14
25538,64.2166666667,164.2333333333,74
23678,63.1555555556,87.9680555556,10
28833,53.8833333333,59.2,33
24644,63.45,120.3166666667,54
28541,56.0833333333,60.3,33
29789,54.2166666667,96.9666666667,14
24266,67.5666666667,133.4,54
28144,58.8666666667,60.7833333333,12
24668,63.3166666667,132.0166666667,54
31418,52.2833333333,135.8,77
23701,62.9977777778,50.8958333333,8
28481,56.8166666667,70.6166666667,35
24641,63.7833333333,121.6166666667,54
30054,59.45,112.5833333333,54
30142,58.8833333333,111.25,14
28502,56.2333333333,51.0333333333,7
31786,47.55,134.8166666667,77
31960,43.1166666667,131.9166666667,82
31977,43.2666666667,132.05,82
36022,52.0216666667,80.3402777778,1
20982,70.9666666667,94.5,10
23823,61.9552777778,64.9030555556,6
23226,67.4916666667,63.9716666667,8
23973,61.0305555556,89.6138888889,10
24679,63.2166666667,139.6,54
VTM,59.4500007629,112.5800018311,54
VLB,43.1199989319,131.8999938965,82
36064,51.7708333333,87.6052777778,70
23812,61.8333333333,56.8666666667,8
28465,56.6833333333,66.35,35
23463,65.9772222222,84.3277777778,10
28366,57.4166666667,67.0833333333,35
24219,67.1333333333,108.5333333333,54
24975,60.3666666667,137.5,54
31062,59.7666666667,137.6666666667,54
23635,63.6666666667,69.6,6
24588,64.05,141.8833333333,54
YAK,62.0800018311,129.75,54
SVR,56.7999992371,60.6300010681,12
29833,53.9397222222,84.79,1
30741,52.7666666667,109.9666666667,31
31527,50.1166666667,129.4666666667,38
29712,54.7166666667,78.6666666667,49
31300,53.7413888889,127.2763888889,38
30521,54.8,105.1666666667,14
24343,66.7666666667,123.4,54
35026,52.24028,57.47944,83
30669,53.0666666667,117.4833333333,11
30603,53.9333333333,102.05,14
30765,52.55,116.2,11
28630,55.1666666667,59.6666666667,33
36038,51.155,82.1702777778,1
31829,47.3166666667,138.9833333333,82
28756,54.4666666667,64.8666666667,4
25400,65.7333333333,150.9,54
25400,65.7333333333,150.9,54
25403,65.7333333333,150.9,54
ZHI,66.793,123.351,54
ZVG,55.7000007629,36.7999992371,45
22365,66.4088888889,43.2675,27
37663,41.4666666667,47.75,79
27679,54.8166666667,46.5833333333,34
27428,56.4,38.75,65
34391,50.15,48.55,55
37001,44.8833333333,37.2833333333,
34238,51.4833333333,40.4166666667,68
22213,67.5508333333,33.3622222222,46
22543,64.6247222222,40.5113888889,27
22550,64.5041666667,40.7277777778,27
37031,44.9833333333,41.1166666667,40
27593,56.0913888889,49.8641666667,23
27653,55.3666666667,43.7833333333,25
34964,45.4,44.2,57
34880,46.2833333333,47.9833333333,28
34882,46.2833333333,47.9833333333,28
34069,51.8666666667,45.0333333333,55
34723,47.1166666667,39.4166666667,17
AHK,64.5800018311,40.5,27
ASN,45.75,47.9199981689,28
27008,59.4041666667,35.9113888889,66
34152,51.55,43.15,55
20107,78.0555555556,14.2211111111,
34214,50.6333333333,36.5833333333,29
27955,52.9666666667,43.4,37
26069,59.35,30.1333333333,42
37013,44.75,39.9,40
22939,60.0202777778,37.7591666667,66
26585,55.8333333333,32.9333333333,59
34958,45.1,43.45,57
34110,51.1666666667,37.35,29
34336,49.9333333333,40.5666666667,68
34445,49.2166666667,41.8333333333,17
26298,57.8833333333,34.0333333333,59
34146,51.3666666667,42.0833333333,68
26291,58.4166666667,33.9,48
26898,53.25,34.3166666667,30
37061,44.7833333333,44.1333333333,57
22193,68.7802777778,49.3011111111,47
27242,58.4833333333,41.5333333333,9
37471,42.8166666667,47.1166666667,79
27581,56.0833333333,47.3333333333,34
27113,59.2808333333,38.0186111111,66
34578,48.0666666667,46.1166666667,28
34432,49.3833333333,40.1666666667,17
26711,54.6369444444,21.7933333333,80
KWZ,43.7000007629,40.2166671753,40
CLZ,56.5999984741,32.7999992371,59
CYM,47.7299995422,42.25,17
34267,50.3666666667,44.1166666667,13
26381,57.65,32.4666666667,48
37470,42.0666666667,48.3,79
27799,54.2333333333,49.6,64
34858,45.9166666667,43.35,57
26268,57.8166666667,29.95,16
34785,46.9166666667,47.9333333333,28
27415,56.74,37.25,45
22762,62.8283333333,42.7919444444,27
37009,44.3333333333,38.7166666667,40
DAK,54.9000015259,37.7999992371,45
26099,59.5,34.7,42
27921,53.15,38.1166666667,3
34727,46.8,38.2666666667,
34476,49.1333333333,46.85,13
34253,50.95,43.7333333333,13
27648,54.95,41.7666666667,18
27928,52.6333333333,38.5166666667,62
34861,46.3,44.1833333333,73
22656,63.4794444444,41.7958333333,27
22413,65.7833333333,33.9333333333,26
34186,51.3666666667,48.3,55
34356,49.8,43.6666666667,13
27507,55.5166666667,35.0333333333,56
27243,58.3833333333,42.3666666667,9
26157,58.7333333333,27.8333333333,16
37004,44.5666666667,38.0833333333,40
37058,44.1333333333,43.45,57
34740,46.5166666667,41.35,17
37014,44.6333333333,39.1,40
37017,44.2833333333,39.2666666667,40
27453,56.6833333333,43.4333333333,25
34845,46.0666666667,41.9666666667,73
34202,50.8,35.7666666667,29
22422,65.9,34.7666666667,26
37235,43.25,45.7166666667,32
37244,43.35,46.1166666667,32
37463,42.4,46.9666666667,79
27539,55.6,40.65,65
37248,43.25,46.5833333333,79
26378,57.15,31.1833333333,48
22559,64.2205555556,41.6588888889,27
34083,52.5,48.0833333333,55
34868,45.8,44.6333333333,73
34461,49.3,44.0,13
22292,67.6891666667,48.6836111111,47
27872,53.85,46.4166666667,64
27347,56.95,40.9666666667,71
37473,42.5333333333,47.9166666667,
22798,62.1716666667,49.1094444444,27
27485,56.64,47.7791666667,43
27355,57.3333333333,43.1166666667,71
JNS,68.9333343506,28.8500003815,46
34247,50.4166666667,41.05,68
22408,65.2166666667,31.15,26
22638,63.3269444444,36.71,27
26702,54.7263888889,20.5583333333,80
26708,54.69639,20.76583,80
27703,54.5533333333,36.3694444444,61
34139,51.05,40.7,68
34535,48.3,40.3,17
34363,50.0833333333,45.3666666667,13
27981,53.15,47.5166666667,64
27587,55.5166666667,47.4666666667,34
22217,67.1691666667,32.3541666667,46
22249,67.1280555556,39.6663888889,46
34825,46.0666666667,38.9666666667,40
22165,68.6552777778,43.2875,47
34072,52.3333333333,46.3666666667,55
22845,61.5066666667,38.9347222222,27
22671,64.0105555556,44.4494444444,27
22334,66.3369444444,36.0169444444,46
27316,57.3333333333,37.5666666667,59
27627,54.8333333333,38.15,45
37597,41.6666666667,48.05,79
27595,55.74,49.2044444444,23
27595,55.6075,49.2941666667,23
27594,55.8153,48.5106,23
34344,49.8,41.15,17
22522,64.95,34.65,
22520,64.9833333333,34.8,
22456,65.3825,41.8811111111,27
27346,57.4166666667,42.1833333333,71
26059,59.3666666667,28.6,42
26080,59.45,32.0333333333,42
27198,58.59,49.4097222222,7
27199,58.5666666667,49.5666666667,7
27957,52.6666666667,42.7166666667,22
37163,43.8333333333,46.7166666667,79
27417,56.35,36.75,45
37085,44.4,46.55,79
22583,64.75,47.65,27
22529,64.2333333333,35.8833333333,26
27164,58.8166666667,44.3166666667,9
27625,55.1333333333,38.7333333333,45
34975,45.35,46.0333333333,73
22727,62.1666666667,34.3,26
22749,62.1333333333,39.3,27
22951,60.9852777778,40.2575,27
34644,47.5833333333,41.1,17
27026,59.6163888889,39.1669444444,66
22695,63.45,48.9166666667,8
27333,57.7333333333,40.7833333333,9
27283,58.3,48.35,7
34655,47.6333333333,43.15,13
22887,61.2394444444,46.6894444444,27
22312,66.6872222222,32.8847222222,46
27479,56.3333333333,46.5833333333,43
26976,53.0166666667,31.6,30
37107,43.6833333333,40.2,40
22876,61.5491666667,45.9386111111,27
34929,45.0333333333,39.15,40
22235,67.3505555556,37.0508333333,46
27756,54.4333333333,43.7666666667,2
27369,57.1333333333,45.1666666667,25
27215,58.0333333333,37.1,59
34273,50.95,46.9666666667,55
26285,58.2666666667,32.5333333333,48
34936,45.4333333333,40.5666666667,40
34915,45.3166666667,37.3833333333,40
27296,58.1,49.9166666667,7
34009,51.7666666667,36.1666666667,41
34737,46.5333333333,39.6166666667,40
KSL,43.7299995422,42.6599998474,75
34920,45.0419,39.1525,40
34984,45.4,47.35,73
22983,60.7,47.6,7
22573,64.9,45.7666666667,27
34887,45.8,47.2166666667,28
27930,52.7,39.5166666667,62
34231,51.0,39.5,68
34013,52.4333333333,37.6,51
26078,59.35,31.2333333333,42
22913,60.7166666667,33.55,42
22127,68.0038888889,35.0308333333,46
27665,55.0333333333,44.5,25
37259,43.0,47.5,
37472,43.0,47.5,
37021,44.6166666667,40.0833333333,19
27208,57.8,35.9,59
27606,55.0166666667,36.4833333333,61
34662,47.9333333333,44.7,73
34625,47.5666666667,38.8833333333,17
27817,53.3833333333,36.5333333333,3
22721,62.9166666667,34.4333333333,26
22471,65.8725,44.2080555556,27
27935,52.8833333333,40.4833333333,22
27729,54.2333333333,39.0333333333,18
34438,48.9333333333,40.3833333333,17
37054,44.2333333333,43.0666666667,57
37055,44.2166666667,43.1,57
22212,67.9422222222,32.9241666667,46
34545,48.35,41.8666666667,17
27848,53.45,41.8,22
22361,66.7166666667,42.4833333333,27
22481,65.7666666667,46.2,27
27612,55.93,37.5183333333,45
27713,55.93,37.5183333333,45
27612,55.8333333333,37.6166666667,44
27509,55.5166666667,36.0,45
37145,43.7333333333,44.6666666667,36
22551,64.8530555556,40.2802777778,27
27097,59.3833333333,48.9833333333,7
22113,68.9558333333,33.0427777778,46
22113,68.9833333333,33.1166666667,46
22008,68.9833333333,33.1166666667,46
27549,55.6,42.0333333333,65
22282,67.8055555556,46.6516666667,47
MSC,55.75,37.3666648865,45
ELB,43.3199996948,42.4700012207,39
MRM,68.9666671753,33.0499992371,46
37212,43.5333333333,43.6333333333,39
27611,55.3833333333,36.7,45
37218,43.15,44.85,5
37036,44.6333333333,41.9666666667,57
22004,69.4102777778,30.2088888889,46
27066,59.5338888889,45.4611111111,66
26167,58.5666666667,29.8,42
27252,58.35,43.3833333333,9
22105,68.3530555556,30.7197222222,46
27459,56.2666666667,44.0,25
34555,48.3333333333,43.1166666667,13
22383,66.7394444444,47.7197222222,47
22854,61.6794444444,40.1952777778,27
27393,57.55,49.95,7
22917,60.1166666667,32.3166666667,42
26179,58.5166666667,31.25,48
27511,55.9,36.8166666667,45
34254,50.5333333333,42.6833333333,13
27894,53.6,48.8333333333,20
37006,44.715,37.8430555556,40
34213,50.75,37.8666666667,29
27491,57.0,48.7333333333,43
22974,60.4094444444,44.2188888889,66
22996,60.3666666667,49.65,8
34109,51.2,36.3166666667,41
27108,58.5666666667,35.6333333333,48
34163,51.6333333333,45.45,55
24122,68.5,112.4333333333,54
22912,60.9833333333,32.9833333333,26
22641,63.9,38.1166666667,27
27083,59.85,48.2833333333,7
26456,56.7166666667,28.7166666667,16
27906,52.9333333333,36.0,51
26389,57.1166666667,33.1,59
22133,68.8163888889,37.3327777778,46
37089,44.4666666667,47.4833333333,79
22897,60.2166666667,29.0,42
34199,51.2,49.7333333333,55
OBN,55.0992088318,36.6066093445,61
OKA,54.9000015259,37.7999992371,45
27858,53.3333333333,43.3166666667,37
22619,63.2666666667,33.4166666667,26
22106,68.6083333333,31.8038888889,46
34373,50.05,46.8833333333,13
27823,53.7833333333,39.25,18
27523,55.7666666667,38.6833333333,45
27962,53.1227777778,45.0188888889,37
34063,52.2833333333,45.4,55
22820,61.8166666667,34.2666666667,26
22563,64.7,43.3833333333,27
22349,66.1888888889,39.5238888889,46
26784,54.4166666667,32.4333333333,56
34003,52.3166666667,36.3,41
27675,55.1833333333,46.3333333333,34
27223,58.4833333333,39.1333333333,67
34824,46.0333333333,38.15,
37144,43.75,44.05,39
26258,57.8166666667,28.3333333333,16
22831,61.8,36.5833333333,26
34098,52.0333333333,48.8333333333,55
26359,57.0166666667,28.9,16
PCH,65.1999969482,57.1666679382,8
PIN,64.6999969482,43.4000015259,27
27972,53.05,46.4333333333,37
22525,64.5666666667,34.9166666667,
22602,63.8333333333,30.8166666667,26
34759,46.5666666667,43.6666666667,17
26882,53.9333333333,32.8333333333,56
27329,57.2,39.4166666667,67
34730,47.2666666667,39.8166666667,17
34731,47.25,39.8166666667,17
34056,52.25,43.7833333333,55
34262,50.8333333333,44.5666666667,13
27730,54.6333333333,39.7,18
27835,53.7166666667,40.1166666667,18
27225,58.1,38.6833333333,67
27281,58.3,47.1166666667,7
34635,47.7,40.2666666667,17
27373,57.6666666667,46.6333333333,25
27995,52.9833333333,49.4333333333,20
27480,56.9833333333,47.3166666667,7
27271,58.3666666667,45.5333333333,9
27760,54.1333333333,45.25,2
34172,51.5566666667,46.0394444444,55
34171,51.5658333333,46.0391666667,55
34178,51.57,46.0,55
27745,54.3666666667,41.9333333333,18
22621,63.7666666667,34.2833333333,26
27462,56.7333333333,44.5166666667,25
34357,49.5666666667,42.7333333333,13
27577,55.5333333333,45.5,25
27618,54.9333333333,37.4666666667,45
22546,64.5552777778,39.7655555556,27
37126,43.7333333333,42.6666666667,75
22869,61.1333333333,43.35,27
22768,62.1,42.9,27
26072,59.9333333333,31.0,42
22271,67.8766666667,44.1741666667,47
27441,56.85,41.4,71
27736,54.3,40.8833333333,18
34924,45.2833333333,38.1166666667,40
26781,54.75,32.0666666667,56
37099,43.5833333333,39.7666666667,40
37171,43.4333333333,39.9,
22429,65.0313888889,35.6958333333,27
22802,61.7166666667,30.7166666667,26
22891,60.55,30.3166666667,42
26795,54.4166666667,34.0166666667,61
26063,59.9666666667,30.3,52
26063,59.95,30.7,42
26075,59.95,30.7,42
26275,58.0166666667,31.3166666667,48
26499,56.4833333333,34.9166666667,59
34116,51.3,37.8833333333,29
34949,45.1166666667,42.0833333333,57
26264,58.2666666667,29.1,16
27707,54.1,35.35,61
22717,62.1,32.3833333333,26
22676,63.5833333333,45.6333333333,27
27776,54.4833333333,46.7,64
34954,45.35,42.85,57
22140,68.1502777778,39.7525,46
27983,53.1833333333,48.4,20
KSM,53.25,50.4500007629,20
SDM,43.7299995422,42.5999984741,75
SHP,59.9666671753,29.1166667938,42
SPB,59.9666671753,30.2999992371,52
34720,47.2,38.9,17
27944,52.7333333333,41.4666666667,22
27947,52.8,41.3333333333,22
37193,43.45,41.7333333333,75
27752,54.6333333333,43.2333333333,2
22028,69.2022222222,35.1069444444,46
27697,54.9480555556,48.7911111111,23
34838,45.85,40.0833333333,40
26094,59.65,33.55,42
34922,45.6333333333,38.9333333333,40
27758,54.0833333333,43.25,2
26479,56.4833333333,31.6333333333,59
27051,59.9805555556,42.7694444444,66
26997,52.5833333333,33.7666666667,30
34646,47.6333333333,42.1166666667,17
22012,69.7213888889,33.0927777778,46
37011,44.1,39.0333333333,
37018,44.1,39.0666666667,40
27719,54.2333333333,37.6166666667,3
22648,63.1166666667,39.2333333333,27
27402,56.8833333333,35.8666666667,59
TER,69.1999969482,35.0999984741,46
27321,57.5,38.3,67
27785,54.3166666667,48.3333333333,64
27786,54.3166666667,48.3333333333,64
22324,66.6805555556,34.3497222222,46
22541,64.8333333333,38.4,
34240,50.8,42.0,13
27106,58.85,36.4333333333,66
34871,46.3666666667,46.0166666667,73
27821,54.0,38.1333333333,3
22003,69.9361111111,31.9786111111,46
22805,61.3666666667,30.8833333333,26
34321,50.2166666667,38.1,29
22867,61.0666666667,42.0666666667,27
26477,56.35,30.6166666667,16
22981,60.7825,46.26,66
26578,55.6166666667,31.1833333333,56
22686,63.45,47.9,8
34579,48.2166666667,46.7333333333,28
22778,62.2333333333,45.0166666667,27
22100,68.5463888889,28.9272222222,46
27277,57.85,45.7666666667,25
22889,61.1208333333,47.9938888889,27
22925,60.6333333333,34.7833333333,42
26695,55.1666666667,34.4,56
37228,43.0333333333,44.6833333333,36
27532,56.1166666667,40.35,65
27176,58.9333333333,46.7666666667,9
34467,48.7833333333,44.3333333333,13
34560,48.7833333333,44.3666666667,13
27037,59.3183333333,39.9255555556,66
27038,59.3183333333,39.9255555556,66
27502,56.0166666667,35.9333333333,45
26067,59.4333333333,29.5,42
34122,51.65,39.25,68
34123,51.7,39.2166666667,68
22829,61.0166666667,35.4833333333,42
22954,60.4791666667,40.1880555556,66
22892,60.7166666667,28.7333333333,42
27643,55.3333333333,42.1166666667,25
26393,57.5333333333,34.55,59
22837,61.0169444444,36.4594444444,66
VGG,48.5833320618,45.7166671753,28
VOR,51.9000015259,39.5999984741,68
22101,68.9705555556,28.7811111111,46
27020,59.9530555556,38.5916666667,66
34866,46.1833333333,45.35,73
34772,47.1333333333,46.3166666667,73
27857,53.4833333333,42.6333333333,37
22305,66.25,31.1166666667,26
34047,51.8333333333,41.4833333333,22
22438,65.2,36.8166666667,27
22446,65.4666666667,39.7333333333,27
34743,47.15,42.4833333333,17
26894,53.5333333333,33.75,30
,43.1816666667,44.3388888889,36
39501,64.6166666667,40.5,27
39561,53.2166666667,34.1833333333,30
,44.7358333333,40.8636111111,40
,44.2683333333,42.0033333333,75
,44.4336111111,43.9030555556,57
39541,55.5833333333,49.2833333333,23
39424,57.8,41.0166666667,9
,43.8163888889,43.4083333333,39
,43.6686111111,43.4066666667,39
,44.4833333333,40.9219444444,40
,43.5255555556,43.9033333333,39
39401,44.2166666667,43.05,57
,55.75,37.4,44
39421,55.65,37.5333333333,44
39442,56.35,44.0666666667,25
,45.0166666667,41.1333333333,40
,44.2166666667,41.3833333333,40
39462,61.8166666667,34.25,26
,44.4833333333,41.4166666667,40
,43.5244444444,43.9025,39
39422,55.9166666667,37.5166666667,45
39423,54.8333333333,32.0,56
,43.5480555556,39.8513888889,40
39403,45.1,42.0666666667,57
,56.8166666667,34.9833333333,59
39461,57.95,33.2666666667,48
39761,42.35,132.05,
39420,55.5833333333,37.25,44
39400,48.7833333333,44.3333333333,13
,48.7927777778,44.3372222222,13
39502,59.2666666667,39.9166666667,66
,44.4336111111,43.9030555556,57
1900416,-42.45,48.964,
1900417,-50.31,17.696,
2501661,76.999,-6.312,
2601623,73.158,23.231,
2900236,37.036,147.84,
2900237,49.871,176.818,
2LY6FKR,72.3,24.4,
2TJG8JX,47.3,141.6,
2WYXKTM,,,
3HJ39VK,-61.3,-3.7,
3VCY7WZ,,,
4901114,57.087,173.52,
4901115,58.548,-178.902,
4DNGTZG,22.4,-17.0,
4SLGHSJ,73.6,37.8,
5ZQCA7C,68.3,43.9,
6UFJFVL,74.7,31.5,
7BSG3WZ,,,
9QQZTED,,,
BHMXU4J,67.5,41.4,
DRJUMEL,66.2,40.3,
DZA3WTX,48.3,144.3,
FMMXHEQ,18.4,-16.4,
GJXAB7J,73.0,31.3,
GUNGEVE,22.4,-17.2,
HPYRQCW,-14.2,7.9,
JEQJJAW,68.2,42.2,
JGMRXSS,70.0,34.2,
JUPX2RU,70.5,50.3,
KEYQVMV,43.0,132.0,
KMBWJ5P,,,
KZX6LVD,65.1,3.3,
LPP2QBH,71.5,65.2,
LVDUYGE,69.1,32.5,46
MRBRW7S,,,
MUCWQQX,,,
NYTTJSD,47.7,141.5,
PJS59WV,29.5,-11.2,
RPFSSGW,69.1,36.4,
SBYSQXN,,,
UHR5H6B,,,
VHNKV8R,,,
WZY7WUA,59.2,22.3,
XBNS4NG,69.3,32.8,46
XCWNSNS,,,
YJAMPHW,47.3,141.8,
ZFNN88K,70.2,41.4,
ZLBLLFP,25.2,-15.1,
ZNLDSMF,71.7,64.9,
ZNV2STZ,58.0,5.3,
ZUKTZAQ,59.0,21.5,
